N,AVL,Rubro-Negra,ArvoreB1,ArvoreB5,ArvoreB10
2859,45394,68320,80654,78847,95798
2860,40598,68964,80455,79264,95857
2861,42047,68608,80434,78979,95723
2862,43362,69098,81005,79161,95777
2863,44619,68988,80440,79450,95501
2864,41600,69090,80833,79405,95955
2865,44106,69108,80498,79271,96016
2866,43115,68956,80727,79313,96053
2867,40900,68829,80645,79204,95774
2868,41990,68512,80443,79530,95985
2869,42307,69872,80983,79232,96190
2870,43897,69522,80652,79059,96088
2871,47516,69487,80621,79488,96070
2872,39886,69414,80806,79432,96523
2873,42203,69606,81127,79558,96337
2874,40331,68975,81075,79421,96505
2875,47540,69526,81026,79448,96343
2876,39961,69009,80884,79489,96510
2877,42259,69023,80917,79595,96090
2878,43423,69253,81096,79525,96188
2879,41211,69517,80895,79698,96756
2880,45183,69124,80894,79589,96337
2881,43339,69654,80900,79612,96487
2882,43298,69536,80896,79629,96562
2883,45182,69615,81329,79879,96562
2884,42993,69042,81072,79699,96786
2885,42944,69749,81088,79870,96935
2886,44957,69662,81272,79826,96670
2887,47230,69237,81137,79969,96628
2888,43776,70023,81412,79875,96700
2889,43616,69428,81202,79993,96590
2890,42041,69837,81381,79966,96540
2891,45246,70075,81300,80055,96675
2892,42351,69583,81198,80120,97062
2893,41525,69374,81448,79853,97153
2894,43290,69704,81329,79867,96765
2895,45730,69448,81463,80527,97212
2896,47401,69406,81544,80059,96920
2897,41336,69916,81375,80126,96905
2898,42620,70217,81356,80204,96952
2899,41881,69761,81418,80229,97101
2900,42223,69810,81581,80182,97275
2901,43401,69758,81678,80198,97180
2902,41864,70237,81905,80213,97339
2903,45165,70150,82303,80474,97294
2904,44785,70315,81851,80551,97452
2905,40663,69816,81741,80439,97195
2906,46245,69913,81836,80387,97376
2907,45896,70381,81834,80278,97275
2908,42341,70029,82606,80493,97189
2909,48663,69917,81994,80459,97566
2910,42327,69919,81892,80739,97229
2911,41265,70367,81813,80519,97765
2912,42632,69988,81924,80645,97790
2913,42994,70044,81907,80621,97479
2914,42797,70120,81929,80819,97328
2915,45156,70350,82217,80549,97858
2916,45112,70245,82427,80584,97770
2917,43800,70102,82021,80525,97863
2918,41666,70390,82163,80699,97830
2919,41333,70736,82240,80721,97805
2920,42398,70699,82387,80694,97707
2921,44603,70302,82507,80833,97949
2922,42705,70433,82165,81067,97735
2923,44620,69852,82054,80711,97866
2924,42234,71024,82226,80914,97777
2925,41639,70313,82486,80992,97852
2926,46555,70609,82281,81070,98025
2927,43225,70841,82345,80997,97990
2928,41879,70787,82484,81059,98324
2929,45046,70733,82473,81220,97996
2930,45949,70312,82910,81179,98421
2931,45295,70569,82475,81155,98178
2932,43772,70649,82440,81181,98255
2933,46522,70616,82844,81280,98353
2934,43851,70852,82614,81207,98339
2935,49430,71073,82544,81254,98598
2936,43179,71011,82556,81318,98371
2937,47464,70901,82559,81261,98580
2938,43814,70676,82606,81205,98526
2939,45177,70343,82784,81337,98502
2940,41957,71118,82657,81400,98340
2941,45414,71003,82848,81402,98607
2942,43331,71165,82966,81469,98631
2943,44269,70784,82897,81457,98656
2944,43785,70946,83277,81470,98695
2945,46262,71059,83041,81592,98803
2946,43411,71275,82821,81372,98653
2947,47109,71194,83013,81457,98968
2948,42797,71265,82864,81664,98920
2949,47368,71832,83032,81832,98751
2950,42724,70877,82955,81876,98776
2951,42342,71339,83099,81740,98908
2952,45018,70745,83209,81907,98899
2953,42347,71148,83464,81684,98763
2954,44724,71302,83261,81958,99027
2955,45612,71754,83281,81823,99440
2956,44705,71113,83133,81689,99493
2957,46692,71188,83155,81831,99204
2958,44364,71673,83224,81843,99210
2959,41598,71161,83214,81870,99486
2960,42648,71133,83286,81827,98786
2961,46626,72112,83433,81981,99325
2962,44213,71503,83388,82163,99386
2963,46945,71702,83470,82101,99523
2964,46062,71547,84048,81913,99336
2965,43883,72172,83586,81940,99607
2966,43551,71682,83851,82261,99202
2967,47272,72138,83610,82353,99556
2968,42005,71670,83534,82251,99438
2969,42217,71342,83746,82288,99624
2970,45075,71540,83525,82160,99620
2971,47029,72378,83753,82355,99751
2972,42995,71620,83666,82576,99408
2973,43554,72014,83738,82541,99559
2974,43062,71381,83661,82524,99673
2975,44505,71673,83561,82371,99690
2976,44444,71803,83773,82481,99695
2977,45681,72014,83843,82468,100152
2978,48155,73224,83995,82555,100087
2979,45250,72243,84237,82596,99967
2980,44226,71647,83892,82575,99806
2981,46903,71752,83929,82542,99899
2982,42550,71713,83996,82598,100160
2983,45958,72446,84027,82699,100043
2984,42430,71852,84223,82487,100139
2985,46724,71666,84101,82627,99862
2986,44123,72386,84349,82588,100255
2987,42992,72318,84220,82738,100141
2988,43658,72222,84039,82832,100391
2989,44907,72770,84155,82928,100065
2990,46279,72537,84251,82783,100345
2991,46734,72161,84262,82925,100232
2992,44673,72060,84286,82847,100139
2993,44272,72112,84300,82930,100313
2994,41421,72460,84702,83072,100226
2995,43959,72315,84324,83012,100463
2996,43507,72799,84520,83239,100147
2997,49320,72220,84492,82889,100707
2998,45928,72831,84701,82951,100609
2999,46587,72313,84421,82943,100563
3000,44009,72524,84533,83097,100467
3001,46161,72951,84621,83099,100755
3002,44744,73450,84589,83184,100675
3003,44923,72415,84488,83434,100684
3004,43680,72106,84673,83195,100498
3005,46579,72511,84652,83308,100760
3006,46808,72920,84587,83264,100643
3007,43749,73360,84795,83356,100895
3008,43410,72734,84646,83266,101126
3009,43724,72612,84808,83292,101027
3010,44053,72689,84732,83267,100946
3011,43921,72837,84899,83653,101144
3012,46637,72907,85130,83604,101178
3013,43160,73024,84866,83319,101016
3014,45510,72782,85253,83771,100951
3015,44848,72261,84975,83775,100756
3016,46582,73096,84911,83514,101085
3017,45749,73247,84957,83805,101382
3018,44728,72786,84978,83660,100924
3019,44664,73240,85217,83766,101188
3020,45609,72922,85399,83724,101058
3021,44967,72839,85100,83806,101265
3022,45479,73071,85386,83689,101406
3023,44539,73325,85100,83907,101759
3024,44730,73112,85156,83862,101285
3025,43741,73665,85350,83886,101429
3026,45414,73188,85509,83776,101480
3027,44603,73516,85361,83998,101854
3028,47143,73665,85322,84042,101608
3029,48962,73495,85844,84111,101639
3030,42603,73553,85767,83852,101718
3031,49459,73228,85541,84072,102063
3032,46996,73411,85461,83996,101907
3033,43894,73257,85529,84182,101635
3034,47630,73475,85715,83964,101687
3035,44264,72960,85536,84124,101673
3036,44637,73572,85501,84190,101790
3037,43400,73384,85729,84272,101932
3038,47427,73539,85707,84165,102067
3039,43803,72993,85626,84345,102100
3040,49344,73812,85736,84349,102014
3041,45150,73843,85899,84507,102269
3042,46725,73992,86213,84355,102239
3043,43073,73364,85836,84248,102133
3044,43704,73901,85808,84462,102214
3045,45420,74179,85835,84635,102316
3046,45288,73524,86046,84383,102241
3047,46673,74004,86038,84620,102294
3048,44192,74010,86082,84707,102382
3049,47511,73868,86087,84411,102448
3050,43678,74371,85959,84574,102462
3051,43030,73351,86027,84644,102436
3052,47481,73909,86221,84838,102372
3053,50224,73600,86042,84537,102618
3054,45069,74404,86291,84910,102379
3055,48866,74351,86138,84732,102612
3056,52260,74361,86902,84734,102790
3057,46163,74537,86218,84732,102743
3058,46727,74579,86339,84730,102727
3059,46153,74587,86298,84707,102506
3060,44530,74206,86289,84866,102527
3061,46501,74508,86268,84758,102746
3062,45520,73736,86307,84940,102898
3063,45025,74386,86572,85092,103062
3064,45130,74214,86411,85086,102730
3065,44710,73894,86564,85155,102712
3066,44309,74662,86902,84989,102880
3067,48705,74596,86377,85091,102708
3068,46015,74385,86521,85178,103145
3069,45748,74041,86534,85269,103119
3070,49969,74131,86587,85051,103034
3071,45525,74564,86730,85061,103010
3072,45455,74610,86623,85195,103111
3073,49295,74657,86793,85319,103198
3074,44227,75305,86888,85147,103380
3075,47881,75091,86835,85415,103188
3076,44386,74925,87281,85560,103037
3077,44225,74369,86924,85343,103728
3078,45592,74473,87005,85408,103303
3079,44855,74205,86963,85596,103463
3080,45056,74716,86946,85260,103451
3081,46911,75451,87049,85401,103448
3082,45743,75015,87182,85404,103494
3083,47234,74592,86987,85575,103705
3084,45125,74807,87085,85545,103728
3085,45113,74803,87414,85670,103164
3086,46621,74783,87014,85444,103486
3087,46782,74900,86948,85922,103504
3088,50995,75141,87143,85640,103854
3089,46503,74675,87253,85602,103753
3090,46637,75038,87134,85605,103839
3091,44817,75095,87360,85873,103796
3092,44694,74735,87072,85830,104012
3093,47884,75608,87289,85957,103612
3094,45301,75015,87416,85912,103840
3095,51433,74810,87447,85839,103976
3096,45306,75329,87295,85843,103830
3097,44545,75568,87568,86155,103750
3098,49568,74941,87622,85854,103963
3099,48585,75205,87321,86046,104198
3100,48312,74951,87852,85999,103946
3101,44422,75596,87581,86103,104126
3102,50841,75292,87406,86249,104417
3103,46953,75164,87786,86027,104399
3104,46033,75199,87637,86255,104499
3105,51232,76288,87825,86133,104226
3106,44979,75195,87732,86358,104586
3107,44691,75621,87977,86214,104631
3108,48289,75658,87680,86068,104582
3109,45389,76460,87802,86313,104499
3110,45260,75509,87849,86249,104544
3111,47005,75661,88158,86592,104473
3112,47522,75657,87790,86427,104731
3113,49250,75601,88022,86289,104450
3114,49631,75415,87973,86316,104381
3115,49825,75530,87993,86473,104936
3116,49901,75513,87769,86518,104677
3117,46542,75270,88089,86514,104221
3118,47646,76219,88298,86683,104619
3119,48691,75451,88217,86492,104736
3120,45365,76709,88077,86578,104936
3121,46361,76110,87980,86845,104891
3122,47454,75572,88160,86749,104913
3123,48689,76406,88243,86692,105109
3124,46465,76065,88402,86695,104930
3125,49847,75734,88194,86654,104784
3126,45976,75818,88238,86631,104966
3127,47293,75929,88129,86816,105237
3128,49737,76436,88456,86732,105259
3129,48370,76192,88354,86900,105493
3130,49485,76027,88252,86836,105062
3131,47134,76093,88484,86822,105241
3132,48638,76481,88323,87147,105048
3133,48357,76288,88625,86881,105207
3134,47880,75829,88462,87052,105334
3135,49732,76574,88536,87138,105136
3136,51136,77136,88770,87041,105233
3137,46294,76367,88513,87149,105178
3138,46715,76329,88669,87248,105405
3139,47319,75848,88729,87105,105173
3140,47682,76237,88653,87039,105275
3141,49216,76255,89036,87216,105625
3142,50731,76094,88708,87278,105473
3143,50756,76713,88766,87181,105441
3144,48552,76542,88711,87279,105259
3145,44828,76303,88991,87376,105947
3146,49749,76765,88792,87363,105588
3147,46644,76396,88945,87648,105796
3148,45076,76796,89296,87440,105848
3149,48498,76363,89019,87574,105697
3150,48561,76022,89037,87376,105952
3151,46015,76395,89476,87508,105706
3152,47478,77018,89187,87762,106091
3153,47162,76335,89557,87454,105906
3154,46468,76669,89383,87606,105882
3155,49012,77759,89099,87586,106112
3156,47042,76603,89114,87586,106109
3157,45731,77198,89200,87685,106346
3158,46347,76936,89327,87842,105985
3159,48134,77506,89460,87827,106262
3160,47743,76590,89153,87770,106304
3161,49077,76990,89273,87679,106193
3162,46019,77263,89367,87877,106092
3163,46746,76778,89278,87856,106171
3164,45479,76929,89715,87985,106456
3165,46075,76289,89492,88063,106346
3166,49967,76763,89315,87723,106647
3167,51127,76881,89764,88083,106591
3168,48318,76898,89697,87989,106483
3169,45731,77938,89543,88184,106702
3170,46647,76859,89728,88192,106558
3171,48023,76523,89363,88097,106486
3172,46927,77256,90044,88248,106785
3173,49300,77145,89701,88097,106784
3174,48777,77067,89682,88260,106870
3175,49325,77109,89798,88315,106817
3176,54407,77391,89779,88193,106708
3177,48941,76687,89815,88422,106665
3178,48799,77604,89681,88278,107064
3179,47172,76925,89899,88217,107047
3180,46956,77820,89859,88525,107078
3181,47536,77310,89919,88495,106788
3182,47146,77471,90085,88338,107118
3183,46157,77542,89912,88427,106959
3184,48840,77540,89912,88529,107355
3185,49465,77159,90068,88621,107034
3186,49782,77758,90190,88474,106770
3187,52435,77461,90757,88445,107270
3188,54214,78064,89979,88424,106921
3189,44757,77688,89968,88921,107172
3190,52037,77279,90252,88775,107331
3191,47688,78488,90339,88570,107364
3192,44631,77953,90465,88757,107126
3193,54541,78093,90415,88631,107538
3194,47955,77905,90288,88458,107141
3195,49039,77769,90403,88752,107459
3196,49971,77484,90337,88724,107271
3197,49680,78343,90330,88868,107701
3198,51043,77826,90535,88693,107347
3199,51773,77627,90454,88788,107639
3200,51732,78150,90353,88877,107944
3201,47040,78254,90365,88755,107703
3202,48288,78088,90630,89070,107798
3203,47035,77858,90533,89238,107579
3204,47894,78545,90635,88967,107799
3205,49097,78195,90689,89212,107608
3206,49078,77719,90741,88988,107837
3207,48642,78437,90850,89084,107548
3208,47971,78219,90805,89052,107830
3209,48839,78471,90984,89163,108160
3210,47264,78653,90688,89300,107807
3211,47114,77986,90839,89068,107899
3212,47800,78443,90699,89186,107986
3213,49588,78124,91220,89463,108166
3214,48699,78542,90797,89241,108250
3215,50774,78555,90774,89318,108248
3216,50073,78262,91046,89228,108207
3217,46596,78773,91112,89534,108357
3218,46446,78688,90959,89343,108278
3219,51036,78141,91055,89605,108240
3220,48344,78027,91127,89516,108569
3221,49283,78612,91237,89685,108486
3222,47568,78306,91220,89725,108756
3223,48850,78508,91209,89814,108493
3224,46066,78366,91096,89650,108516
3225,47484,78342,91104,89764,108639
3226,54303,78692,91662,89834,108554
3227,47205,78949,91263,89670,108333
3228,50921,78535,91338,89629,108861
3229,48975,79136,91100,90052,108480
3230,54388,79286,91445,89875,108444
3231,50500,78366,91327,90060,109063
3232,49983,78875,91403,89841,108685
3233,46277,78421,91388,90098,108890
3234,48333,79242,91723,90069,108918
3235,51644,78843,91353,89893,109018
3236,48055,78868,91424,90097,108768
3237,50331,79319,92121,89986,108929
3238,50390,78706,91636,89880,109044
3239,47274,78965,91710,89917,109030
3240,56193,78805,91679,90324,109259
3241,50320,79126,91536,90451,109208
3242,49855,79223,91549,90069,108869
3243,50309,79429,91905,90174,109225
3244,48986,79379,91859,90138,108819
3245,50457,79543,91932,90356,109032
3246,47626,79593,91856,90258,109121
3247,48894,79573,91981,90365,108970
3248,48610,79786,91893,90379,109677
3249,49592,79182,92030,90540,109373
3250,52339,79560,92056,90391,109646
3251,48526,79482,92057,90372,109345
3252,49810,79621,92073,90501,109614
3253,49093,79791,92193,90498,109467
3254,53749,79422,92221,90453,109392
3255,48188,79142,91959,90435,109690
3256,50792,79705,92137,90482,109745
3257,46811,79909,92147,90633,109343
3258,54777,79683,92229,90780,109723
3259,47649,79645,92458,90701,109932
3260,48687,79814,92404,90712,109503
3261,51619,79451,92285,90660,109836
3262,50311,80035,92352,90810,110138
3263,52090,80267,92241,90863,110171
3264,51396,79160,92242,90924,109995
3265,49945,79735,92517,91136,110239
3266,51472,79184,92413,91098,109778
3267,49205,79949,92515,91137,109844
3268,48639,80114,92866,90697,109891
3269,47081,79832,92660,90950,110078
3270,49915,79636,92802,91259,110210
3271,50357,80183,92717,91193,110366
3272,51015,80289,92571,91025,110032
3273,51801,80193,92764,90851,110259
3274,48753,79527,92716,91265,110140
3275,48515,80432,92581,91245,110511
3276,50966,80378,92884,91205,110082
3277,49162,79630,92813,91417,110570
3278,50321,79782,92848,91249,110351
3279,47953,80493,92953,91275,110388
3280,51033,80259,93156,90957,110651
3281,48143,80599,93026,91560,110526
3282,52475,80157,93123,91465,110504
3283,50715,79783,92962,91535,110612
3284,48793,79881,93343,91705,110501
3285,50608,80068,92812,91548,110493
3286,54085,80653,92998,91612,110741
3287,49160,80174,93141,91771,110926
3288,49429,80001,93127,91595,110481
3289,49934,80749,93301,91769,110909
3290,51605,80326,93355,91476,110883
3291,50991,80689,93269,91624,110612
3292,49558,79804,93461,91682,110766
3293,49307,80754,93434,91803,110747
3294,48071,80340,93140,91818,110880
3295,49171,80789,93130,91577,110872
3296,48860,80442,93224,91836,110909
3297,50548,81052,93475,91881,111004
3298,50848,80809,93438,91797,111052
3299,47776,80385,93430,91860,111257
3300,47800,81054,93497,91700,111068
3301,50504,80771,94095,91829,111131
3302,51189,81062,93638,91853,111552
3303,49358,81272,93491,92226,111026
3304,47921,81318,93868,92257,111246
3305,50456,80863,93531,92051,111475
3306,54500,80894,93749,92081,111448
3307,53229,80655,93615,92021,111212
3308,48012,80575,93679,92108,111275
3309,51933,81223,93701,92194,111331
3310,52962,81342,93622,92457,111643
3311,49287,81835,93907,92182,111601
3312,47688,81584,93787,92015,111798
3313,48615,80623,93849,92220,111541
3314,53592,81070,94276,92044,111447
3315,53152,81349,94046,92391,111557
3316,48667,81540,93918,92307,111361
3317,49659,80954,93854,92543,111656
3318,50881,81198,94047,92439,111827
3319,49050,80945,93926,92398,112141
3320,49106,81853,94255,92493,111928
3321,51559,81138,94199,92445,111750
3322,49109,81987,94142,92588,111733
3323,51007,81316,94255,92237,111670
3324,50211,80753,94090,92573,111813
3325,48214,81103,94432,92556,112054
3326,53481,81078,94362,92497,112105
3327,48066,80997,94062,92607,112060
3328,51378,82001,94444,92709,112106
3329,57148,81954,94362,92937,112398
3330,54061,81861,94420,92437,111731
3331,53567,81013,94266,92637,112104
3332,53896,81258,94325,92780,112109
3333,50706,80876,94446,92856,112182
3334,52257,80939,94531,93048,112260
3335,48958,81745,94641,92722,112549
3336,48078,81182,94610,92836,112474
3337,52882,82058,94690,92935,112649
3338,56710,82236,95013,92869,112452
3339,49722,81877,94673,93006,112502
3340,54043,82388,94690,93028,112482
3341,51343,81833,95032,93145,112722
3342,49457,81769,94812,93317,112991
3343,53974,82439,94821,93107,112737
3344,54349,82820,94880,93109,112390
3345,55706,81925,94768,93109,112697
3346,54643,82200,94815,93367,112815
3347,55882,81854,94694,93142,112687
3348,50386,81803,95030,93417,112895
3349,51052,82510,94944,93274,112911
3350,50791,81923,94850,93351,113172
3351,47956,81389,94845,93167,112750
3352,52238,82278,95181,93565,113097
3353,53610,81929,95083,93479,112677
3354,52139,82586,95121,93461,113331
3355,52166,82196,95131,93475,113191
3356,51401,82293,95309,93720,113224
3357,59349,81802,95422,93427,112980
3358,49951,82595,95048,93435,113204
3359,50926,82138,95239,93493,113282
3360,54569,82709,95218,93565,113158
3361,50097,82342,95507,93321,113053
3362,49871,82062,95245,93737,113407
3363,50672,82202,95497,93576,113498
3364,49244,83008,95416,93771,113306
3365,49884,82169,95429,93739,113283
3366,52995,83027,95492,93863,113330
3367,52501,82723,95599,93779,113606
3368,51905,82464,95751,93698,113694
3369,52561,82694,95579,93793,113725
3370,49587,83370,95729,93804,113722
3371,53188,82710,95690,93797,113624
3372,50052,83016,95602,94095,113787
3373,51765,82545,95619,93877,113804
3374,48614,83011,95693,94150,113811
3375,50474,82510,95680,93759,114043
3376,55045,83282,95782,94033,113938
3377,50625,82788,95861,93943,113835
3378,48478,83398,95856,93957,113869
3379,51621,83004,96076,94166,113801
3380,51675,82589,95883,94005,113846
3381,54834,82803,95814,94251,114458
3382,52409,83373,95811,94340,114267
3383,51760,82958,96033,94523,114088
3384,54024,82987,96164,94394,114183
3385,51779,82802,96138,94350,114067
3386,49794,83044,96233,94376,114273
3387,51665,83571,96119,94562,113971
3388,50663,83335,96251,94589,114394
3389,53964,82981,96203,94247,114146
3390,50870,83711,96146,94538,114060
3391,55002,82735,96189,94535,114047
3392,49470,83660,96235,94536,114172
3393,57084,83397,96186,94506,114522
3394,52182,83381,96607,94418,114613
3395,51009,83602,96265,94815,114353
3396,50358,83297,96183,94826,114187
3397,51301,84261,96141,94787,114431
3398,56696,83460,96553,94596,114649
3399,50117,83109,96434,94873,114725
3400,51270,83775,96541,94846,114648
3401,52392,83974,96280,94887,114643
3402,54752,83707,96298,94890,114663
3403,52871,84011,96546,94963,114733
3404,48911,83533,96600,94908,114755
3405,50850,83367,96665,94961,114830
3406,52883,83167,96915,94862,114524
3407,55058,83611,96568,95015,114808
3408,49092,83731,96781,95065,114983
3409,50434,83536,96614,94920,115434
3410,52471,83942,96803,94983,114790
3411,50387,83986,96809,95224,115127
3412,53801,84622,96969,95086,115111
3413,52874,83598,97073,95338,115138
3414,50642,83804,96894,95092,115216
3415,53452,84344,97227,95091,115252
3416,53219,84466,97050,95186,115213
3417,53266,83321,96841,95280,115206
3418,53570,84054,96949,95488,115173
3419,52600,84435,97536,95644,115319
3420,53312,83859,97243,95590,115278
3421,53659,84444,97030,95524,115402
3422,51908,84234,97239,95719,115284
3423,51542,84510,97133,95086,115082
3424,54658,84344,97009,95515,115619
3425,52571,84200,97060,95428,115693
3426,56254,84462,97221,95503,115365
3427,50666,84207,97307,95723,115602
3428,52833,84463,97505,95806,115612
3429,50250,84080,97351,95703,115880
3430,52918,84571,97409,95690,115819
3431,50662,84258,97532,95721,115750
3432,52698,84318,97413,95878,116408
3433,54302,83944,97514,95754,115960
3434,53480,84542,97611,95878,115841
3435,56859,84077,97583,95860,116113
3436,58191,84881,97828,95880,116010
3437,50682,84256,97753,95910,115877
3438,53033,84659,97627,96000,116005
3439,50883,84769,97658,96010,116121
3440,50515,84744,97644,95983,115897
3441,50865,85044,97709,96175,116049
3442,54264,84520,97588,96299,116145
3443,53893,84289,97710,96233,116509
3444,52621,84915,97755,95961,115983
3445,53295,84688,97826,96083,116323
3446,53731,84485,97872,96225,116347
3447,53679,84725,97854,96091,116524
3448,53710,84061,98058,96330,116675
3449,54872,85532,98022,96147,116366
3450,52613,84585,97881,96510,116554
3451,57996,85080,98205,96405,116569
3452,50991,83981,98173,96361,116488
3453,50464,85074,97945,96373,116648
3454,53235,84819,97981,96350,116612
3455,50771,84366,98076,96590,116666
3456,57415,84953,98272,96353,116695
3457,52490,85342,98179,96403,116675
3458,56036,84970,98087,96396,117006
3459,57641,85657,98240,96442,116759
3460,54532,85181,98304,96513,116689
3461,51350,85424,98295,96646,116714
3462,55496,85996,98419,96784,117024
3463,52993,85058,98249,96495,116804
3464,55678,85157,98473,96611,116857
3465,55192,84753,98459,96516,117000
3466,52506,85564,98355,96714,116588
3467,52264,85777,98647,96704,117251
3468,56683,85375,98655,96790,117034
3469,56618,85277,98590,96694,117108
3470,53727,84910,98721,97008,117253
3471,54122,85742,98512,96819,117072
3472,52263,86117,98671,96932,117564
3473,54558,85276,98703,96909,117307
3474,52566,85732,98610,97126,117188
3475,54461,86031,98960,97032,117568
3476,52698,84970,98866,97050,117526
3477,54284,85449,98777,96908,117313
3478,52386,85558,98652,97018,117473
3479,54191,85739,99056,96958,117361
3480,54902,85578,98764,97267,117652
3481,55289,86159,98809,97038,117770
3482,58272,85320,98780,97585,117710
3483,50569,85669,98955,97199,117529
3484,51447,85290,98968,97156,117485
3485,54755,86467,98858,97276,117567
3486,51098,86036,99165,97261,117972
3487,52585,85869,99077,97176,117852
3488,52569,85961,99065,97307,117755
3489,53478,86123,99108,97375,117779
3490,55353,86595,99288,97400,118071
3491,51476,85923,99337,97404,117939
3492,53069,85960,99403,97418,117744
3493,52852,86689,99124,97424,118257
3494,56209,86119,99184,97406,117859
3495,54364,86197,99375,97633,117992
3496,52912,85780,99237,97434,117635
3497,53507,86654,99415,97734,118297
3498,56132,86816,99386,97768,118509
3499,52570,86597,99366,97776,118313
3500,51853,86317,99510,97718,118233
3501,54233,86758,99720,97780,118284
3502,52200,86394,99719,98000,118439
3503,52569,86088,99634,97694,118663
3504,54970,85979,99675,97867,118319
3505,53034,86683,99534,98030,118508
3506,53128,86281,99688,97743,118772
3507,52755,86637,99639,98116,118428
3508,56771,86456,99719,98019,118517
3509,56420,86665,100119,97974,118561
3510,56326,87195,99769,98072,118564
3511,55997,87062,99710,98013,118670
3512,53260,86644,100231,98380,118730
3513,52519,86683,99783,98227,118821
3514,55925,86184,99716,98131,118860
3515,57889,86406,100028,98454,118519
3516,52116,86240,99827,98305,119008
3517,55611,86471,100116,98229,119138
3518,54103,86375,99982,98142,119097
3519,52094,87030,99996,98432,118835
3520,56099,86849,100322,98483,118936
3521,53047,86830,100179,98321,118731
3522,52066,86142,100250,98247,119002
3523,51511,86919,99928,98385,119195
3524,52203,86308,100189,98397,118856
3525,54329,86904,100162,98602,118674
3526,54081,86619,100313,98347,118898
3527,55767,86907,100231,98416,119147
3528,58183,87570,100165,98540,119005
3529,55579,86957,100270,98648,118941
3530,57194,86611,100349,98529,119402
3531,53803,87344,100412,98703,119410
3532,54555,87095,100222,98661,119483
3533,55531,86653,100333,98751,119317
3534,53678,87767,100592,98679,119361
3535,57204,87634,100608,98589,119218
3536,53335,87432,100756,98856,119200
3537,52803,87500,100637,98650,119211
3538,55444,87633,100645,98951,119533
3539,55181,87483,100713,98845,119497
3540,51743,87233,100598,99027,119583
3541,51648,87333,100861,98862,119671
3542,54590,87695,100670,99165,119759
3543,53458,87583,100726,99167,119973
3544,53262,87420,100630,99211,119751
3545,53309,87334,100977,99242,119902
3546,54009,87644,101094,99037,119911
3547,57695,87603,100850,99135,119874
3548,55517,87600,100908,98925,119786
3549,54963,87602,100923,99260,120120
3550,57204,88276,100918,99098,119974
3551,54242,88012,101232,99308,120273
3552,56269,87378,100954,99286,119916
3553,58482,87825,100993,99219,119995
3554,54800,88160,100998,99143,119922
3555,56522,88340,101049,99618,120032
3556,54333,87596,101525,99313,120352
3557,54928,88155,101297,99523,120208
3558,57928,88671,101402,99433,120241
3559,54332,87598,101449,99726,120185
3560,58318,88177,101785,99701,120574
3561,56368,88244,101213,99520,120673
3562,55658,87990,101303,99596,120158
3563,53180,87677,101493,99549,120446
3564,58520,87798,101648,99592,120316
3565,53564,88339,101400,99535,120387
3566,52558,88000,101301,99492,120651
3567,55148,88459,101349,99598,120323
3568,53727,88440,101596,99552,120555
3569,52645,88229,101662,99739,120402
3570,56619,88680,101386,99823,120930
3571,53720,88587,101694,99781,120922
3572,55096,87941,101895,100043,120962
3573,54045,88607,101803,99786,120859
3574,55017,88053,101631,99854,120857
3575,57110,88670,101824,99915,120576
3576,56906,88439,101735,100063,121094
3577,58052,88537,101801,100007,121157
3578,53267,88253,102072,100070,120931
3579,52926,89113,101676,100067,121201
3580,58473,88544,101765,100058,120994
3581,54915,88575,102222,100121,120772
3582,53522,88205,101966,100091,121100
3583,53533,88673,102109,100185,121193
3584,55876,89107,101956,100081,120882
3585,56501,88634,102149,100151,121555
3586,54831,87864,102089,100368,121234
3587,55338,88296,101850,100405,121246
3588,55483,88478,101954,100353,121158
3589,56450,87952,102261,100485,121544
3590,54235,89023,102074,100398,121085
3591,54875,88458,102289,100285,121226
3592,56990,89162,102309,100396,121375
3593,54640,88463,102420,100161,121251
3594,55918,89159,102388,100650,121281
3595,57099,88669,102446,100541,121382
3596,60622,88900,102214,100537,121528
3597,58179,89688,102286,100335,121630
3598,54853,89778,102321,100426,121603
3599,60307,89823,102440,100468,121678
3600,57920,89267,102390,100781,121707
3601,56439,89049,102661,100587,121722
3602,55469,88573,102382,100969,122157
3603,58686,89003,102566,100795,122087
3604,55114,88676,102693,100999,122052
3605,55579,88665,102967,100680,121976
3606,54569,89474,102760,100741,121957
3607,57566,89671,102591,100764,121792
3608,54392,89551,102746,101036,122066
3609,54305,89338,102599,100867,121821
3610,54194,89209,102936,100859,122030
3611,55058,89445,102759,101011,122102
3612,58659,89223,102827,100920,122354
3613,54747,88886,102839,100994,122028
3614,54453,89804,103008,100921,122559
3615,55761,88996,102933,101338,122139
3616,57330,89886,102841,101248,122387
3617,53287,90426,103041,101233,122529
3618,57950,89776,102909,101338,122094
3619,59559,89875,103419,101323,122156
3620,59883,89332,103085,101042,122322
3621,59883,90253,103211,101251,122395
3622,57433,89141,103087,101187,122850
3623,56316,89414,103496,101228,122515
3624,53530,89458,102843,101416,122543
3625,57857,89600,103107,101439,122537
3626,54126,89691,103404,101577,122629
3627,54236,89785,103484,101559,122444
3628,54646,90346,103266,101419,122653
3629,59493,90136,103289,101351,122632
3630,59844,89738,103250,101454,123106
3631,56283,89520,103443,101642,122597
3632,59909,89960,103477,101674,123109
3633,54346,91166,103508,101686,122988
